restid,itemname,description,sentence
595,Pad Thai Noodle Chicken and Shrimp ,Stir fried rice noodles with egg bean sprouts and scallions topped with ground peanuts ,Pad Thai Noodle Chicken and Shrimp Stir fried rice noodles with egg bean sprouts and scallions topped with ground peanuts
595,Crispy Pad Thai Noodle Chicken and Shrimp ,Stir fried crispy yellow egg noodles with egg bean sprouts scallions and assorted vegetables topped with ground peanuts ,Crispy Pad Thai Noodle Chicken and Shrimp Stir fried crispy yellow egg noodles with egg bean sprouts scallions and assorted vegetables topped with ground peanuts
595,Drunken Noodles,Stir fried flat rice noodles with egg bamboo shoots and assorted vegetables in a Thai spicy basil sauce ,Drunken Noodles Stir fried flat rice noodles with egg bamboo shoots and assorted vegetables in a Thai spicy basil sauce
595,Pad See Iew Noodles,Stir fried flat rice noodles with egg carrots broccoli and Chinese broccoli in a dark sweet soy sauce ,Pad See Iew Noodles Stir fried flat rice noodles with egg carrots broccoli and Chinese broccoli in a dark sweet soy sauce
595,Pad Woon Sen Noodle,Stir fried bean thread noodles with egg carrots mushrooms snow peas celery onion scallions baby corn and bean sprouts in a light brown sauce ,Pad Woon Sen Noodle Stir fried bean thread noodles with egg carrots mushrooms snow peas celery onion scallions baby corn and bean sprouts in a light brown sauce
595,Jade Noodle,Stir fried spinach pasta noodles with egg and assorted vegetables in a light brown sauce ,Jade Noodle Stir fried spinach pasta noodles with egg and assorted vegetables in a light brown sauce
595,Rad Nar Noodles,Pan fried flat rice noodles topped with broccoli carrots Chinese broccoli and baby corn in a brown gravy sauce ,Rad Nar Noodles Pan fried flat rice noodles topped with broccoli carrots Chinese broccoli and baby corn in a brown gravy sauce
595,Ma Ma Noodle,Stir fried soft yellow egg noodles with egg onion bell peppers bean sprouts broccoli and carrots in a light brown sauce ,Ma Ma Noodle Stir fried soft yellow egg noodles with egg onion bell peppers bean sprouts broccoli and carrots in a light brown sauce
595,Goy See Mee Noodle,Deep fried crispy yellow egg noodles topped with bamboo shoots carrots onion celery and mushrooms in a special Thai gravy sauce ,Goy See Mee Noodle Deep fried crispy yellow egg noodles topped with bamboo shoots carrots onion celery and mushrooms in a special Thai gravy sauce
595,Seafood Noodles Curry,Stir fried yellow egg noodles with shrimp scallops squid snow peas green peas onion carrots and bell peppers in a coconut yellow curry sauce topped with fried red onion ,Seafood Noodles Curry Stir fried yellow egg noodles with shrimp scallops squid snow peas green peas onion carrots and bell peppers in a coconut yellow curry sauce topped with fried red onion
595,Red Curry,Bamboo shoots bell peppers eggplant and basil leaves in a coconut red curry sauce ,Red Curry Bamboo shoots bell peppers eggplant and basil leaves in a coconut red curry sauce
595,Green Curry,Bamboo shoots bell peppers eggplant green peas zucchini string beans mushrooms and basil leaves in a coconut green curry sauce ,Green Curry Bamboo shoots bell peppers eggplant green peas zucchini string beans mushrooms and basil leaves in a coconut green curry sauce
595,Yellow Curry,Pineapple chunks bell peppers potato onion yellow squash and roasted peanuts in a coconut yellow curry sauce ,Yellow Curry Pineapple chunks bell peppers potato onion yellow squash and roasted peanuts in a coconut yellow curry sauce
595,Mas Sa Man Curry,Carrots bell peppers onion potato and roasted peanuts in a coconut mas sa man curry sauce ,Mas Sa Man Curry Carrots bell peppers onion potato and roasted peanuts in a coconut mas sa man curry sauce
595,Pa Nang Curry Choo Chee ,Green peas bell peppers onion and basil leaves in a coconut pa nang cuny sauce ,Pa Nang Curry Choo Chee Green peas bell peppers onion and basil leaves in a coconut pa nang cuny sauce
595,Mango Curry,Mango chunks onion carrots yellow squash snow peas and bell peppers in a coconut yellow curry sauce ,Mango Curry Mango chunks onion carrots yellow squash snow peas and bell peppers in a coconut yellow curry sauce
595,Vegetable Delight,Stir fried assorted vegetables in a light brown sauce ,Vegetable Delight Stir fried assorted vegetables in a light brown sauce
595,Vegetable Hot Basil,Stir fried assorted vegetables onion bell peppers and basil leaves in a spicy chili sauce ,Vegetable Hot Basil Stir fried assorted vegetables onion bell peppers and basil leaves in a spicy chili sauce
595,Vegetable Curry,Assorted vegetables mixed in a coconut red curry sauce ,Vegetable Curry Assorted vegetables mixed in a coconut red curry sauce
595,Bangkok Garden,Steamed tofu and assorted vegetables served with a peanut sauce on the side ,Bangkok Garden Steamed tofu and assorted vegetables served with a peanut sauce on the side
595,Tofu Hot Basil,Stir fried tofu seasoned with onion bell peppers and basil leaves in a spicy chili sauce ,Tofu Hot Basil Stir fried tofu seasoned with onion bell peppers and basil leaves in a spicy chili sauce
595,Tofu Tamarind,Stir fried tofu seasoned with carrots snow peas and baby corn in a tamarind sauce ,Tofu Tamarind Stir fried tofu seasoned with carrots snow peas and baby corn in a tamarind sauce
595,Spicy Tofu,Stir fried tofu seasoned with mushrooms baby corn snow peas bamboo shoots and cashew nuts in a spicy chili sauce ,Spicy Tofu Stir fried tofu seasoned with mushrooms baby corn snow peas bamboo shoots and cashew nuts in a spicy chili sauce
595,Hot Basil Leaves Entree,Stir fried with onion bell peppers and basil leaves in a hot chili sauce ,Hot Basil Leaves Entree Stir fried with onion bell peppers and basil leaves in a hot chili sauce
595,Hot Basil Leaves In Thai Style,Ground chicken ground pork ground beef or roasted pork  Stir fried with onion bell peppers basil leaves and chopped string beans in a thai style hot chili sauce ,Hot Basil Leaves In Thai Style Ground chicken ground pork ground beef or roasted pork  Stir fried with onion bell peppers basil leaves and chopped string beans in a thai style hot chili sauce
595,Sweet and Sour Entree,Stir fried with tomato onion cucumber yellow squash zucchini bell peppers and pineapple chunks in a sweet and sour sauce ,Sweet and Sour Entree Stir fried with tomato onion cucumber yellow squash zucchini bell peppers and pineapple chunks in a sweet and sour sauce
595,Ginger and Scallion Entree,Stir fried with shredded ginger mushrooms onion and scallions in a light brown sauce ,Ginger and Scallion Entree Stir fried with shredded ginger mushrooms onion and scallions in a light brown sauce
595,Pad Karie Entree,Stir fried with onion potato carrots scallions and curry powder topped with roasted peanuts ,Pad Karie Entree Stir fried with onion potato carrots scallions and curry powder topped with roasted peanuts
595,Broccoli Entree,Stir fried with broccoli and carrots in a light brown sauce ,Broccoli Entree Stir fried with broccoli and carrots in a light brown sauce
595,Chinese Broccoli Crispy Pork ,Stir fried with chinese broccoli and fresh garlic in a light brown sauce ,Chinese Broccoli Crispy Pork Stir fried with chinese broccoli and fresh garlic in a light brown sauce
595,Snow Peas Entree,Stir fried with snow peas and carrots in a light brown sauce ,Snow Peas Entree Stir fried with snow peas and carrots in a light brown sauce
595,Spicy Green Bean Pik Khing Entree,Stir fried with green beans in a prik khing chili sauce ,Spicy Green Bean Pik Khing Entree Stir fried with green beans in a prik khing chili sauce
595,Cashew Nuts Entree,Stir fried with onion mushrooms carrots pineapple chunks and scallions in a light brown sauce topped with cashew nuts ,Cashew Nuts Entree Stir fried with onion mushrooms carrots pineapple chunks and scallions in a light brown sauce topped with cashew nuts
595,Sriracha Delight Entree,Stir fried with pineapple chunks baby corn snow peas onion bell peppers and cauliflower in a sriracha hot chili sauce ,Sriracha Delight Entree Stir fried with pineapple chunks baby corn snow peas onion bell peppers and cauliflower in a sriracha hot chili sauce
595,Baby Corn Entree,Stir fried with baby corn mushrooms carrots onion and bamboo shoots in a light brown sauce ,Baby Corn Entree Stir fried with baby corn mushrooms carrots onion and bamboo shoots in a light brown sauce
595,Pik Pow Entree,Stir fried with assorted vegetables in a sweet prik pow chili sauce ,Pik Pow Entree Stir fried with assorted vegetables in a sweet prik pow chili sauce
595,Lemongrass Entree,Stir fried with sliced lemongrass onion carrots mushrooms zucchini yellow squash snow peas and cauliflower in a special lemongrass sauce ,Lemongrass Entree Stir fried with sliced lemongrass onion carrots mushrooms zucchini yellow squash snow peas and cauliflower in a special lemongrass sauce
595,Garlic and Pepper Entree,Stir fried with garlic sauce and Thai peppers served with steamed assorted vegetables and pineapple chunks on the side topped with scallions and cilantro ,Garlic and Pepper Entree Stir fried with garlic sauce and Thai peppers served with steamed assorted vegetables and pineapple chunks on the side topped with scallions and cilantro
595,Spicy Eggplant,Ground chicken ground beef or ground pork  Stir fried with eggplant bell peppers and basil leaves in a spicy basil chili sauce ,Spicy Eggplant Ground chicken ground beef or ground pork  Stir fried with eggplant bell peppers and basil leaves in a spicy basil chili sauce
595,Pad Med Prik Thai On Crispy Pork ,Stir fried with bell peppers basil leaves rhizome and young pepper corns in a hot chili sauce ,Pad Med Prik Thai On Crispy Pork Stir fried with bell peppers basil leaves rhizome and young pepper corns in a hot chili sauce
595,Rama Garden Entree,Steamed assorted vegetables served with a peanut sauce on the side ,Rama Garden Entree Steamed assorted vegetables served with a peanut sauce on the side
595,Chic and Chic Hot Basil,Stir fried crispy chicken with onion bell peppers tomato and basil leaves in a sweet chili sauce ,Chic and Chic Hot Basil Stir fried crispy chicken with onion bell peppers tomato and basil leaves in a sweet chili sauce
595,Chicken Madness,Stir fried ground chicken with string beans green peas bell peppers eggplant onion rhizome and basil leaves in a spicy chili sauce ,Chicken Madness Stir fried ground chicken with string beans green peas bell peppers eggplant onion rhizome and basil leaves in a spicy chili sauce
595,Crispy Chicken,Marinated chicken deep fried until crispy brown then stir fried with pineapple chunks tomato and bell peppers in a thai sweet and sour sauce ,Crispy Chicken Marinated chicken deep fried until crispy brown then stir fried with pineapple chunks tomato and bell peppers in a thai sweet and sour sauce
595,Chicken or Beef Teriyaki,Marinated chicken or beef grilled with our delicious teriyaki sauce topped with sesame seeds and served with stir fried assorted vegetables ,Chicken or Beef Teriyaki Marinated chicken or beef grilled with our delicious teriyaki sauce topped with sesame seeds and served with stir fried assorted vegetables
595,Shrimp or Scallops Teriyaki,Grilled shrimp or scallops with our delicious teriyaki sauce topped with sesame seeds and served with stir fried assorted vegetables ,Shrimp or Scallops Teriyaki Grilled shrimp or scallops with our delicious teriyaki sauce topped with sesame seeds and served with stir fried assorted vegetables
595,Beef Macadamia,Marinated cubes of tender beef stir fried with mushrooms macadamia nuts shredded fresh ginger onion scallions baby corn and snow peas in a light brown sauce served on a bed of watercress ,Beef Macadamia Marinated cubes of tender beef stir fried with mushrooms macadamia nuts shredded fresh ginger onion scallions baby corn and snow peas in a light brown sauce served on a bed of watercress
598,Farm Country Sausage,,
595,Shrimp Macadamia,Shrimp stir fried with mushrooms macadamia nuts shredded fresh ginger onion scallions baby corn and snow peas in a light brown sauce served on a bed of watercress ,Shrimp Macadamia Shrimp stir fried with mushrooms macadamia nuts shredded fresh ginger onion scallions baby corn and snow peas in a light brown sauce served on a bed of watercress
595,King and I,Combination of chicken and shrimp stir fried with snow peas carrots baby corn pineapple chunks onion broccoli zucchini and mushrooms in a house special red sauce ,King and I Combination of chicken and shrimp stir fried with snow peas carrots baby corn pineapple chunks onion broccoli zucchini and mushrooms in a house special red sauce
595,Pork or Beef Kra Tha Hot Pan Fried ,Stir fried pork or beef with an oyster sauce served with steamed assorted vegetables in a sizzling hot plate ,Pork or Beef Kra Tha Hot Pan Fried Stir fried pork or beef with an oyster sauce served with steamed assorted vegetables in a sizzling hot plate
595,Seafood Kra Tha Hot Pan Fried ,Stir fried shrimp scallops squid and assorted vegetables with an oyster sauce served in a sizzling hot plate ,Seafood Kra Tha Hot Pan Fried Stir fried shrimp scallops squid and assorted vegetables with an oyster sauce served in a sizzling hot plate
595,Shrimp Hot Pot Oob Woon Sen ,Santeed shrimp with scallions onion bean thread noodles baby corn mushrooms and cashew nuts in a light brown sauce served in a hot pot ,Shrimp Hot Pot Oob Woon Sen Santeed shrimp with scallions onion bean thread noodles baby corn mushrooms and cashew nuts in a light brown sauce served in a hot pot
595,Seafood Hot Pot Oob Woon Sen ,Sauteed seafood with scallions onion bean thread noodles baby corn mushrooms and cashew nuts in a light brown sauce served in a hot pot ,Seafood Hot Pot Oob Woon Sen Sauteed seafood with scallions onion bean thread noodles baby corn mushrooms and cashew nuts in a light brown sauce served in a hot pot
595,Chil Duck,Crispy sliced boneless roasted duck glazed with a sweet chili sauce served with steamed assorted vegetables lopped with a peanut sauce ,Chil Duck Crispy sliced boneless roasted duck glazed with a sweet chili sauce served with steamed assorted vegetables lopped with a peanut sauce
595,Tamarind Duck,Crispy sliced boneless roasted duck stir fried with onion bell peppers shredded fresh ginger pineapple chunks and scallions glazed with a tangy tamarind sauce ,Tamarind Duck Crispy sliced boneless roasted duck stir fried with onion bell peppers shredded fresh ginger pineapple chunks and scallions glazed with a tangy tamarind sauce
595,Crispy Duck,Crispy sliced boneless roasted duck glazed with a ginger plum sauce served with steamed assorted vegetables topped with a peanut sauce ,Crispy Duck Crispy sliced boneless roasted duck glazed with a ginger plum sauce served with steamed assorted vegetables topped with a peanut sauce
595,Seafood Kamikaze,Combination of shrimp scallops and squid stir fried with onion bell peppers mushrooms zucchini and basil leaves in a hot chili sauce ,Seafood Kamikaze Combination of shrimp scallops and squid stir fried with onion bell peppers mushrooms zucchini and basil leaves in a hot chili sauce
595,Red Sea,Combination of shrimp scallops squid and mussels stir fried with onion bamboo shoots bell peppers eggplant tomato green peas and basil leaves in a coconut red curry sauce ,Red Sea Combination of shrimp scallops squid and mussels stir fried with onion bamboo shoots bell peppers eggplant tomato green peas and basil leaves in a coconut red curry sauce
595,Ocean Cry,Combination of shrimp scallops and squid stir fried with baby com cauliflower zucchini onion and bell peppers in a sriracha hot chili sauce ,Ocean Cry Combination of shrimp scallops and squid stir fried with baby com cauliflower zucchini onion and bell peppers in a sriracha hot chili sauce
595,Seafood Fantasy,Tempura style crispy shrimp scallops squid and mussels glazed with a sweet chili sauce served with steamed assorted vegetables topped with a peanut sauce ,Seafood Fantasy Tempura style crispy shrimp scallops squid and mussels glazed with a sweet chili sauce served with steamed assorted vegetables topped with a peanut sauce
595,Seafood Delight,Combination of shrimp scallops and squid stir fried with assorted vegetables in a light brown sauce ,Seafood Delight Combination of shrimp scallops and squid stir fried with assorted vegetables in a light brown sauce
595,Salmon Teriyaki,Marinated and grilled salmon filet with our delicious teriyaki sauce topped with sesame seeds and served with stir fried assorted vegetables ,Salmon Teriyaki Marinated and grilled salmon filet with our delicious teriyaki sauce topped with sesame seeds and served with stir fried assorted vegetables
595,Salmon Pa Nang Choo Chee ,Grilled salmon filet topped with green peas bell peppers and basil leaves in a coconut pa nang curry sauce ,Salmon Pa Nang Choo Chee Grilled salmon filet topped with green peas bell peppers and basil leaves in a coconut pa nang curry sauce
595,Salmon Mango Fish,Grilled salmon filet topped with mango chunks and bell peppers in a coconut yellow curry sauce served with steamed assorted vegetables on the side ,Salmon Mango Fish Grilled salmon filet topped with mango chunks and bell peppers in a coconut yellow curry sauce served with steamed assorted vegetables on the side
595,Grilled Salmon Steak,Grilled salmon steaks topped with stir fried assorted vegetables in our house special brown sauce ,Grilled Salmon Steak Grilled salmon steaks topped with stir fried assorted vegetables in our house special brown sauce
595,Salmon Hot Basil,Seared pan fried salmon filet topped with mushrooms baby corn bell peppers and basil leaves in a thai spicy basil sauce ,Salmon Hot Basil Seared pan fried salmon filet topped with mushrooms baby corn bell peppers and basil leaves in a thai spicy basil sauce
595,Mango Fish,Grilled fish filet topped with mango chunks in a coconut yellow curry sauce served with steamed assorted vegetables on the side ,Mango Fish Grilled fish filet topped with mango chunks in a coconut yellow curry sauce served with steamed assorted vegetables on the side
595,Curry Lady Mermaid,Grilled fish filet topped with green peas and bell peppers in a coconut red curry sauce served with steamed assorted vegetables on the side ,Curry Lady Mermaid Grilled fish filet topped with green peas and bell peppers in a coconut red curry sauce served with steamed assorted vegetables on the side
595,Choo Chee Mermaid,Crispy fish filet or whole fish topped with green peas onion red peppers and basil leaves in a coconut pa nang curry sauce ,Choo Chee Mermaid Crispy fish filet or whole fish topped with green peas onion red peppers and basil leaves in a coconut pa nang curry sauce
595,Chili Chili Fish Pla Rad Prik ,Crispy fish filet or whole fish topped with a tamarind and sweet chili sauce ,Chili Chili Fish Pla Rad Prik Crispy fish filet or whole fish topped with a tamarind and sweet chili sauce
595,Lemon Chili Fish Larb Pla Tod Krob ,,
598,Cob Smoked Ham,,
598,Roasted Maine Potatoes,,
595,Steamed Lemon Fish Pla Mumg Ma Nao ,Steamed fish filet or whole fish in a thai spicy lemon sauce topped with lemon wedges ,Steamed Lemon Fish Pla Mumg Ma Nao Steamed fish filet or whole fish in a thai spicy lemon sauce topped with lemon wedges
595,Steamed Ganger Fish Pla Nung Khimg ,Steamed fish filet or whole fish in a light brown sauce topped with stir fried onion mushrooms red pepper scallions shredded fresh ginger with an oyster sauce ,Steamed Ganger Fish Pla Nung Khimg Steamed fish filet or whole fish in a light brown sauce topped with stir fried onion mushrooms red pepper scallions shredded fresh ginger with an oyster sauce
595,Jungle Curry In a Fire Pot Low Calories without Coconut Milk ,Basil leaves bamboo shoots baby corn eggplant string beans bell peppers and rhizome simmered in a subtle broth  With choice of meat ,Jungle Curry In a Fire Pot Low Calories without Coconut Milk Basil leaves bamboo shoots baby corn eggplant string beans bell peppers and rhizome simmered in a subtle broth  With choice of meat
595,Liang Curry In a Fire Pot Low Calories without Coconut Milk ,Basil leaves bell peppers and assorted vegetables simmered in a subtle spicy broth ,Liang Curry In a Fire Pot Low Calories without Coconut Milk Basil leaves bell peppers and assorted vegetables simmered in a subtle spicy broth
595,Tom Yum Soup In a Fire Pot,Hot and sour soup spiced with lemongrass lime juice mushrooms chilies scallions and cilantro ,Tom Yum Soup In a Fire Pot Hot and sour soup spiced with lemongrass lime juice mushrooms chilies scallions and cilantro
595,Tom Kha Soup In a Fire Pot,A Thai style spicy coconut soup accented by lemongrass galangal mushrooms scallions and cilantro ,Tom Kha Soup In a Fire Pot A Thai style spicy coconut soup accented by lemongrass galangal mushrooms scallions and cilantro
595,Kaq Lao Yen Ta Fq In a Fire Pot,Shrimp squid fish balls and fried tofu in a Thai tomato sauce and Asian spices soup with watercress and fried garlic ,Kaq Lao Yen Ta Fq In a Fire Pot Shrimp squid fish balls and fried tofu in a Thai tomato sauce and Asian spices soup with watercress and fried garlic
595,Kao Lao Ped In a Fire Pot,Sliced boneless roasted duck in a Thai soy sauce and Asian spices soup with bean sprouts fried garlic scallions and cilantro ,Kao Lao Ped In a Fire Pot Sliced boneless roasted duck in a Thai soy sauce and Asian spices soup with bean sprouts fried garlic scallions and cilantro
595,Kag Lao Look Chin Nua Sod An a Fire Pot,Beef and beef balls in a brown Asian spices soup with bean sprouts fried garlic scallions and cilantro ,Kag Lao Look Chin Nua Sod An a Fire Pot Beef and beef balls in a brown Asian spices soup with bean sprouts fried garlic scallions and cilantro
595,Steamed White Rice,,
595,Steamed Brown Rice,,
595,Sticky Rice,,
595,Steamed Noodles,,
595,Steamed Jade Noodles,,
595,Peanut Sauce,,
595,Sunny Side Up Fried Egg ,,
595,Steamed Vegetables,,
595,Mango with Sweet Sticky Rice,,
595,Mochi Ice Cream,Mango Strawberry or Green Tea ,Mochi Ice Cream Mango Strawberry or Green Tea
595,Tiramisu Cake,,
595,New York Cheese Cake,,
596,Pasta E Fagioli,Traditional Italian bean and pasta soup,Pasta E Fagioli Traditional Italian bean and pasta soup
596,Escarole,Greens in chicken broth with little meatballs,Escarole Greens in chicken broth with little meatballs
596,Garden Salad,Mixed greens tomatoes carrots and onions with house vinaigrette,Garden Salad Mixed greens tomatoes carrots and onions with house vinaigrette
596,Classic Caesar Salad,Crisp romaine lettuce tossed with our special caesar dressing homemade croutons and parmesan cheese,Classic Caesar Salad Crisp romaine lettuce tossed with our special caesar dressing homemade croutons and parmesan cheese
596,Classic Caesar Salad with Grilled Chicken,,
596,Classic Caesar Salad with Grilled Shrimp,,
596,Cold Baccala Salad,Salt codfish in olive oil lemon garlic vinegar peppers and olives,Cold Baccala Salad Salt codfish in olive oil lemon garlic vinegar peppers and olives
596,Cold Calamari Salad,Marinated squid with spicy vinegar peppers,Cold Calamari Salad Marinated squid with spicy vinegar peppers
596,Cold Scungili Salad,Marinated new england sea conch,Cold Scungili Salad Marinated new england sea conch
596,Caprese Salad,Sliced tomato with fresh mozzarella cheese basil and extra virgin olive oil pesto dressing,Caprese Salad Sliced tomato with fresh mozzarella cheese basil and extra virgin olive oil pesto dressing
596,Antipasto,Imported Italian prosciutto cheese marinated and grilled vegetables,Antipasto Imported Italian prosciutto cheese marinated and grilled vegetables
596,Garden Salad Antipasto,Mixed greens tomatoes carrots onions Italian meats and cheese with house vinaigrette,Garden Salad Antipasto Mixed greens tomatoes carrots onions Italian meats and cheese with house vinaigrette
596,Garlic Bread,With melted mozzarella cheese,Garlic Bread With melted mozzarella cheese
596,Arancini,Golden rice balls with beef peas and provolone cheese,Arancini Golden rice balls with beef peas and provolone cheese
596,Mussels,Steamed in your choice of spicy marinara and onion sauce or garlic and oil,Mussels Steamed in your choice of spicy marinara and onion sauce or garlic and oil
596,Fried Mozzarella Sticks,Served with marinara sauce,Fried Mozzarella Sticks Served with marinara sauce
596,Fried Calamari,Lightly fried fresh squid served with marinara sauce,Fried Calamari Lightly fried fresh squid served with marinara sauce
596,Sauteed Shrimp,Served with an herb risotto cake and a spicy red pepper sauce,Sauteed Shrimp Served with an herb risotto cake and a spicy red pepper sauce
596,Sauteed Mushrooms,Porcini shiitake and portabella mushrooms served over grilled polenta with sage butter and fontina cheese,Sauteed Mushrooms Porcini shiitake and portabella mushrooms served over grilled polenta with sage butter and fontina cheese
596,Hot Italian Sampler,A sampling of our fried calamari sauteed shrimp mozzarella sticks and garlic bread served with marinara sauce,Hot Italian Sampler A sampling of our fried calamari sauteed shrimp mozzarella sticks and garlic bread served with marinara sauce
596,Veal Cutlet Parmigiana,,
596,Eggplant Parmigiana,,
596,Chicken Parmigiana,,
596,Meatball Parmigiana,,
596,Grilled Breast of Chicken,With grilled vegetables roasted red peppers and aoli sauce,Grilled Breast of Chicken With grilled vegetables roasted red peppers and aoli sauce
598,Seared Corned Beef Hash,,
596,Prosciutto,With fresh mozzarella cheese tomato leaf lettuce basil and olive oil,Prosciutto With fresh mozzarella cheese tomato leaf lettuce basil and olive oil
596,Italian Coldcut,Italian meats provolone cheese with tomato leaf lettuce basil and olive oil,Italian Coldcut Italian meats provolone cheese with tomato leaf lettuce basil and olive oil
596,Sweet Italian Sausage,With sauteed peppers and onions,Sweet Italian Sausage With sauteed peppers and onions
596,Spaghetti Ziti Linguine or Polenta,,
596,Tortellini,Meat filled,Tortellini Meat filled
596,Baked Ziti,Baked with ricotta cheese and topped with melted mozzarella cheese and marinara sauce,Baked Ziti Baked with ricotta cheese and topped with melted mozzarella cheese and marinara sauce
596,Cheese Ravioli,,
596,Gnocchi,,
596,Ziti Broccoli,,
596,Chicken Ziti Broccoli,,
596,Shrimp Ziti Broccoli,,
596,Sausage Ziti Broccoli,,
596,Shrimp Scampi Venezia,With artichoke hearts and black olives served over pasta,Shrimp Scampi Venezia With artichoke hearts and black olives served over pasta
596,Lobster Raviloli,Homemade ravioli stuffed with maine lobster meat topped with shrimp in a cream plum tomato sauce,Lobster Raviloli Homemade ravioli stuffed with maine lobster meat topped with shrimp in a cream plum tomato sauce
596,Linguine with Clam Sauce,Pasta with red or white clam sauce,Linguine with Clam Sauce Pasta with red or white clam sauce
596,Spaghetti Carbonara,Pasta with Italian bacon egg and parmesan cheese sauce,Spaghetti Carbonara Pasta with Italian bacon egg and parmesan cheese sauce
596,Linguine Calamari,Pasta and squid in red or white sauce,Linguine Calamari Pasta and squid in red or white sauce
596,Spaghetti Pesto,Pasta in an herb basil sauce,Spaghetti Pesto Pasta in an herb basil sauce
596,Fettuccine Alfredo,Egg noodles tossed with cream and parmesan cheese sauce,Fettuccine Alfredo Egg noodles tossed with cream and parmesan cheese sauce
596,Beef Tripe,Stewed in marinara sauce with onion and basil with a side order of linguine with marinara sauce,Beef Tripe Stewed in marinara sauce with onion and basil with a side order of linguine with marinara sauce
596,Fried Calamari,Lightly fried squid with marinara sauce and a side order of linguine with marinara sauce,Fried Calamari Lightly fried squid with marinara sauce and a side order of linguine with marinara sauce
596,Veal Parmigiana,,
596,Chicken Parmigiana,,
596,Eggplant Parmigiana,,
596,Sausage Cacciatore,,
596,Chicken Cacciatore,,
596,Chicken Marsala,Sauteed with mushrooms prosciutto and shallots in a marsala wine sauce,Chicken Marsala Sauteed with mushrooms prosciutto and shallots in a marsala wine sauce
596,Chicken Al Giovanni,Sauteed with mushrooms in a lemon and white wine butter sauce,Chicken Al Giovanni Sauteed with mushrooms in a lemon and white wine butter sauce
596,Veal Marsala,Sauteed with mushrooms prosciutto and shallots in a marsala wine sauce,Veal Marsala Sauteed with mushrooms prosciutto and shallots in a marsala wine sauce
596,Veal Al Giovanni,Sauteed with mushrooms in a lemon and white wine butter sauce,Veal Al Giovanni Sauteed with mushrooms in a lemon and white wine butter sauce
596,Sauteed Broccoli Rabe,,
596,Garlic Mashed Potatoes,,
596,Meatball,,
596,Sausage,,
596,Roasted Potatoes,,
596,Side of Tomato Sauce,,
596,Sauteed Escarole in Garlic and Oil,,
596,Our Famous Homemade Tiramisu,Espresso soaked ladyfingers mascarpone cheese brandy and cocoa,Our Famous Homemade Tiramisu Espresso soaked ladyfingers mascarpone cheese brandy and cocoa
596,Our Almost as Famous Homemade Polenta Cheesecake,Served with an amaretto caramel sauce and toasted almonds,Our Almost as Famous Homemade Polenta Cheesecake Served with an amaretto caramel sauce and toasted almonds
596,Chocolate Truffle Delight,Moist chocolate cake infused with chocolate cream topped with chocolate ganache and shaved chocolate,Chocolate Truffle Delight Moist chocolate cake infused with chocolate cream topped with chocolate ganache and shaved chocolate
596,Cannoli,Pastry shell filled with sweet ricotta cheese topped,Cannoli Pastry shell filled with sweet ricotta cheese topped
596,Espresso Coffee,A dark rich steam brewed coffee,Espresso Coffee A dark rich steam brewed coffee
596,Double Espresso,,
596,Cappuccino,Espresso with frothed milk topped with cocoa,Cappuccino Espresso with frothed milk topped with cocoa
596,Cafe Latte,Espresso with steamed milk,Cafe Latte Espresso with steamed milk
596,Pasta E Fagioli,Traditional Italian bean and pasta soup,Pasta E Fagioli Traditional Italian bean and pasta soup
596,Escarole,Greens in chicken broth with little meatballs,Escarole Greens in chicken broth with little meatballs
596,Garden Salad,Mixed greens tomatoes carrots and onions with house vinaigrette,Garden Salad Mixed greens tomatoes carrots and onions with house vinaigrette
596,Classic Caesar Salad,Crisp romaine lettuce tossed with our special caesar dressing homemade croutons and parmesan cheese,Classic Caesar Salad Crisp romaine lettuce tossed with our special caesar dressing homemade croutons and parmesan cheese
596,Cold Baccala Salad,Salt codfish in olive oil lemon garlic vinegar peppers and olives,Cold Baccala Salad Salt codfish in olive oil lemon garlic vinegar peppers and olives
596,Cold Calamari Salad,Marinated squid with spicy vinegar peppers,Cold Calamari Salad Marinated squid with spicy vinegar peppers
596,Cold Scungili Salad,Marinated new england sea conch,Cold Scungili Salad Marinated new england sea conch
596,Caprese Salad,Sliced tomato with fresh mozzarella cheese basil and extra virgin olive oil pesto dressing,Caprese Salad Sliced tomato with fresh mozzarella cheese basil and extra virgin olive oil pesto dressing
596,Antipasto,Imported Italian prosciutto cheese marinated and grilled vegetables,Antipasto Imported Italian prosciutto cheese marinated and grilled vegetables
596,Garden Salad Antipasto,Mixed greens tomatoes carrots onions Italian meats and cheese with house vinaigrette,Garden Salad Antipasto Mixed greens tomatoes carrots onions Italian meats and cheese with house vinaigrette
596,Garlic Bread,With melted mozzarella cheese,Garlic Bread With melted mozzarella cheese
598,Blueberry Muffin,,
596,Arancini,Golden rice balls with beef peas and provolone cheese,Arancini Golden rice balls with beef peas and provolone cheese
596,Mussels,Steamed in your choice of spicy marinara and onion sauce or garlic and oil,Mussels Steamed in your choice of spicy marinara and onion sauce or garlic and oil
596,Fried Mozzarella Sticks,Served with marinara sauce,Fried Mozzarella Sticks Served with marinara sauce
596,Fried Calamari,Lightly fried fresh squid served with marinara sauce,Fried Calamari Lightly fried fresh squid served with marinara sauce
